Node Number	LOC_DEFY (mm)
1	0,90373
2	1,3017
3	1,6991
4	2,0952
5	2,4895
6	2,8815
7	3,2704
8	3,6557
9	4,0368
10	4,4131
11	4,7841
12	5,1492
13	5,5079
14	5,8595
15	6,2035
16	6,5395
17	6,867
18	7,1853
19	7,4941
20	7,7928
21	8,081
22	8,3583
23	8,6243
24	8,8785
25	9,1206
26	9,3501
27	9,5668
28	9,7703
29	9,9603
30	10,136
31	10,299
32	10,446
33	10,58
34	10,698
35	10,802
36	10,891
37	10,964
38	11,022
39	11,065
40	11,092
41	11,103
42	11,099
43	11,08
44	11,045
45	10,995
46	10,929
47	10,848
48	10,752
49	10,641
50	10,515
51	10,374
52	10,219
53	10,05
54	9,867
55	9,6702
56	9,4601
57	9,2369
58	9,0011
59	8,7529
60	8,4928
61	8,2211
62	7,9382
63	7,6447
64	7,3409
65	7,0273
66	6,7044
67	6,3726
68	6,0325
69	5,6846
70	5,3294
71	4,9675
72	4,5994
73	4,2256
74	3,8468
75	3,4635
76	3,0763
77	2,6858
78	2,2926
79	1,8973
80	1,5005
81	1,1027
82	0,7047
83	0,30696
84	-8,987e-002
85	-0,48519
86	-0,87839
87	-1,2689
88	-1,6561
89	-2,0394
90	-2,4182
91	-2,7919
92	-3,16
93	-3,5219
94	-3,8771
95	-4,225
96	-4,5651
97	-4,8969
98	-5,2198
99	-5,5334
100	-5,8373
101	-6,1308
102	-6,4136
103	-6,6853
104	-6,9454
105	-7,1936
106	-7,4295
107	-7,6526
108	-7,8627
109	-8,0595
110	-8,2426
111	-8,4118
112	-8,5669
113	-8,7074
114	-8,8334
115	-8,9445
116	-9,0407
117	-9,1216
118	-9,1874
119	-9,2377
120	-9,2726
121	-9,292
122	-9,2959
123	-9,2843
124	-9,2571
125	-9,2145
126	-9,1564
127	-9,083
128	-8,9945
129	-8,8908
130	-8,7723
131	-8,639
132	-8,4911
133	-8,329
134	-8,1528
135	-7,9628
136	-7,7593
137	-7,5427
138	-7,3131
139	-7,071
140	-6,8168
141	-6,5509
142	-6,2736
143	-5,9853
144	-5,6866
145	-5,3778
146	-5,0595
147	-4,7321
148	-4,3961
149	-4,052
150	-3,7004
151	-3,3418
152	-2,9767
153	-2,6057
154	-2,2293
155	-1,8482
156	-1,4629
157	-1,074
158	-0,68209
159	-0,28776
160	0,10839
161	0,50576
162	0,90373
163	-8,0727e-002
164	-1,056
165	-2,013
166	-2,9427
167	-3,8365
168	-4,6861
169	-5,4834
170	-6,2212
171	-6,8924
172	-7,4908
173	-8,0109
174	-8,4477
175	-8,7972
176	-9,0561
177	-9,222
178	-9,2934
179	-9,2696
180	-9,1508
181	-8,9381
182	-8,6336
183	-8,2399
184	-7,7609
185	-7,2011
186	-6,5655
187	-5,8602
188	-5,0918
189	-4,2673
190	-3,3946
191	-2,4818
192	-1,5373
193	-0,57008
194	0,41092
195	1,3965
196	2,3775
197	3,3448
198	4,2892
199	5,2021
200	6,0748
201	6,8992
202	7,6677
203	8,373
204	9,0085
205	9,5684
206	10,047
207	10,441
208	10,746
209	10,958
210	11,077
211	11,101
212	11,029
213	10,864
214	10,605
215	10,255
216	9,8183
217	9,2983
218	8,6998
219	8,0286
220	7,2909
221	6,4935
222	5,644
223	4,7501
224	3,8204
225	2,8634
226	1,8882
227	0,90373
228	-5,8177e-002
229	-0,95453
230	-1,7242
231	-2,3149
232	-2,6861
233	-2,8128
234	-2,6861
235	-2,3149
236	-1,7242
237	-0,95453
238	-5,8177e-002
239	0,90373
240	1,8656
241	2,762
242	3,5317
243	4,1223
244	4,4936
245	4,6202
246	4,4936
247	4,1223
248	3,5317
249	2,762
250	1,8656
251	0,90373
252	0,50869
253	0,11812
254	-0,26354
255	-0,63198
256	-0,98302
257	-1,3127
258	-1,6172
259	-1,8932
260	-2,1375
261	-2,3473
262	-2,5203
263	-2,6545
264	-2,7484
265	-2,8009
266	-2,8115
267	-2,7799
268	-2,7066
269	-2,5924
270	-2,4386
271	-2,2469
272	-2,0195
273	-1,759
274	-1,4683
275	-1,1508
276	-0,80993
277	-0,44968
278	-7,4097e-002
279	0,31257
280	0,70593
281	1,1015
282	1,4949
283	1,8815
