Node Number	LOC_DEFX ()
117259	0,
117260	0,
117261	-0,97895
117262	-1,9411
117263	-2,8701
117264	-3,75
117265	-4,5657
117266	-5,3033
117267	-5,9502
117268	-6,4952
117269	-6,9291
117270	-7,2444
117271	-7,4358
117272	-7,5
117273	-7,4358
117274	-7,2444
117275	-6,9291
117276	-6,4952
117277	-5,9502
117278	-5,3033
117279	-4,5657
117280	-3,75
117281	-2,8701
117282	-1,9411
117283	-0,97895
117284	0,
117285	0,
117286	-0,98679
117287	-1,9602
117288	-2,9072
117289	-3,8148
117290	-4,6708
117291	-5,4637
117292	-6,1827
117293	-6,818
117294	-7,3612
117295	-7,8048
117296	-8,1429
117297	-8,3709
117298	-8,4856
117299	-8,4856
117300	-8,3709
117301	-8,1429
117302	-7,8048
117303	-7,3612
117304	-6,818
117305	-6,1827
117306	-5,4637
117307	-4,6708
117308	-3,8148
117309	-2,9072
117310	-1,9602
117311	-0,98679
117312	0,
117313	0,97895
117314	1,9411
117315	2,8701
117316	3,75
117317	4,5657
117318	5,3033
117319	5,9502
117320	6,4952
117321	6,9291
117322	7,2444
117323	7,4358
117324	7,5
117325	7,4358
117326	7,2444
117327	6,9291
117328	6,4952
117329	5,9502
117330	5,3033
117331	4,5657
117332	3,75
117333	2,8701
117334	1,9411
117335	0,97895
117336	0,
117337	0,98679
117338	1,9602
117339	2,9072
117340	3,8148
117341	4,6708
117342	5,4637
117343	6,1827
117344	6,818
117345	7,3612
117346	7,8048
117347	8,1429
117348	8,3709
117349	8,4856
117350	8,4856
117351	8,3709
117352	8,1429
117353	7,8048
117354	7,3612
117355	6,818
117356	6,1827
117357	5,4637
117358	4,6708
117359	3,8148
117360	2,9072
117361	1,9602
117362	0,98679
117363	1,5187e-007
117364	2,14e-007
117365	2,5343e-007
117366	2,1015e-007
117367	-1,1449e-006
117368	-8,0186e-008
117369	-3,6072e-007
117370	-8,1814e-007
117371	2,0183e-007
117372	6,3576e-008
117373	-2,4412e-007
117374	-1,0751e-007
117375	-1,8821e-007
117376	-2,3526e-007
117377	-1,9324e-007
117378	1,1599e-006
117379	1,1528e-007
117380	3,8638e-007
117381	8,0718e-007
117382	2,5297e-007
117383	-6,5084e-008
117384	-2,049e-007
117385	-9,4051e-008
117386	0,24953
117387	0,49885
117388	0,74773
117389	0,99597
117390	1,2434
117391	1,4897
117392	1,7347
117393	1,9782
117394	2,22
117395	2,46
117396	2,6977
117397	2,9332
117398	3,1662
117399	3,3964
117400	3,6236
117401	3,8478
117402	4,0686
117403	4,286
117404	4,4996
117405	4,7094
117406	4,9151
117407	5,1165
117408	5,3136
117409	5,5061
117410	5,6938
117411	5,8766
117412	6,0544
117413	6,2269
117414	6,3941
117415	6,5557
117416	6,7117
117417	6,8619
117418	7,0063
117419	7,1445
117420	7,2766
117421	7,4025
117422	7,5219
117423	7,6349
117424	7,7413
117425	7,841
117426	7,9339
117427	8,0201
117428	8,0993
117429	8,1715
117430	8,2367
117431	8,2947
117432	8,3457
117433	8,3894
117434	8,4259
117435	8,4552
117436	8,4771
117437	8,4918
117438	8,4991
117439	8,4991
117440	8,4918
117441	8,4771
117442	8,4552
117443	8,4259
117444	8,3894
117445	8,3457
117446	8,2947
117447	8,2367
117448	8,1715
117449	8,0993
117450	8,0201
117451	7,9339
117452	7,841
117453	7,7413
117454	7,6349
117455	7,5219
117456	7,4025
117457	7,2766
117458	7,1445
117459	7,0063
117460	6,8619
117461	6,7117
117462	6,5557
117463	6,3941
117464	6,2269
117465	6,0544
117466	5,8766
117467	5,6938
117468	5,5061
117469	5,3136
117470	5,1165
117471	4,9151
117472	4,7094
117473	4,4996
117474	4,286
117475	4,0686
117476	3,8478
117477	3,6236
117478	3,3964
117479	3,1662
117480	2,9332
117481	2,6977
117482	2,46
117483	2,22
117484	1,9782
117485	1,7347
117486	1,4897
117487	1,2434
117488	0,99597
117489	0,74773
117490	0,49884
117491	0,24953
117492	-8,9919e-008
117493	-6,9716e-008
117494	-3,5791e-008
117495	1,2265e-007
117496	4,1758e-008
117497	8,2124e-008
117498	1,1077e-007
117499	0,24798
117500	0,49568
117501	0,74284
117502	0,98919
117503	1,2345
117504	1,4784
117505	1,7207
117506	1,9611
117507	2,1994
117508	2,4352
117509	2,6685
117510	2,8987
117511	3,1259
117512	3,3496
117513	3,5696
117514	3,7857
117515	3,9977
117516	4,2054
117517	4,4084
117518	4,6066
117519	4,7998
117520	4,9877
117521	5,1702
117522	5,347
117523	5,5179
117524	5,6829
117525	5,8416
117526	5,9939
117527	6,1397
117528	6,2787
117529	6,4109
117530	6,5361
117531	6,6542
117532	6,7649
117533	6,8683
117534	6,9642
117535	7,0524
117536	7,1329
117537	7,2057
117538	7,2705
117539	7,3274
117540	7,3763
117541	7,4171
117542	7,4498
117543	7,4744
117544	7,4908
117545	7,499
117546	7,499
117547	7,4908
117548	7,4744
117549	7,4498
117550	7,4171
117551	7,3763
117552	7,3274
117553	7,2705
117554	7,2057
117555	7,1329
117556	7,0524
117557	6,9642
117558	6,8683
117559	6,7649
117560	6,6542
117561	6,5361
117562	6,4109
117563	6,2787
117564	6,1397
117565	5,9939
117566	5,8416
117567	5,6829
117568	5,5179
117569	5,347
117570	5,1702
117571	4,9877
117572	4,7998
117573	4,6066
117574	4,4084
117575	4,2054
117576	3,9977
117577	3,7857
117578	3,5696
117579	3,3496
117580	3,1259
117581	2,8987
117582	2,6685
117583	2,4352
117584	2,1994
117585	1,9611
117586	1,7207
117587	1,4784
117588	1,2345
117589	0,98919
117590	0,74284
117591	0,49568
117592	0,24798
117593	-0,24953
117594	-0,49885
117595	-0,74773
117596	-0,99597
117597	-1,2434
117598	-1,4897
117599	-1,7347
117600	-1,9782
117601	-2,22
117602	-2,46
117603	-2,6977
117604	-2,9332
117605	-3,1662
117606	-3,3964
117607	-3,6236
117608	-3,8478
117609	-4,0686
117610	-4,286
117611	-4,4996
117612	-4,7094
117613	-4,9151
117614	-5,1165
117615	-5,3136
117616	-5,5061
117617	-5,6938
117618	-5,8766
117619	-6,0544
117620	-6,2269
117621	-6,3941
117622	-6,5557
117623	-6,7117
117624	-6,8619
117625	-7,0063
117626	-7,1445
117627	-7,2766
117628	-7,4025
117629	-7,5219
117630	-7,6349
117631	-7,7413
117632	-7,841
117633	-7,9339
117634	-8,0201
117635	-8,0993
117636	-8,1715
117637	-8,2367
117638	-8,2947
117639	-8,3457
117640	-8,3894
117641	-8,4259
117642	-8,4552
117643	-8,4771
117644	-8,4918
117645	-8,4991
117646	-8,4991
117647	-8,4918
117648	-8,4771
117649	-8,4552
117650	-8,4259
117651	-8,3894
117652	-8,3457
117653	-8,2947
117654	-8,2367
117655	-8,1715
117656	-8,0993
117657	-8,0201
117658	-7,9339
117659	-7,841
117660	-7,7413
117661	-7,6349
117662	-7,5219
117663	-7,4025
117664	-7,2766
117665	-7,1445
117666	-7,0063
117667	-6,8619
117668	-6,7117
117669	-6,5557
117670	-6,3941
117671	-6,2269
117672	-6,0544
117673	-5,8766
117674	-5,6938
117675	-5,5061
117676	-5,3136
117677	-5,1165
117678	-4,9151
117679	-4,7094
117680	-4,4996
117681	-4,286
117682	-4,0686
117683	-3,8478
117684	-3,6236
117685	-3,3964
117686	-3,1662
117687	-2,9332
117688	-2,6977
117689	-2,46
117690	-2,22
117691	-1,9782
117692	-1,7347
117693	-1,4897
117694	-1,2434
117695	-0,99597
117696	-0,74773
117697	-0,49884
117698	-0,24953
117699	-0,24798
117700	-0,49568
117701	-0,74284
117702	-0,98919
117703	-1,2345
117704	-1,4784
117705	-1,7207
117706	-1,9611
117707	-2,1994
117708	-2,4352
117709	-2,6685
117710	-2,8987
117711	-3,1259
117712	-3,3496
117713	-3,5696
117714	-3,7857
117715	-3,9977
117716	-4,2054
117717	-4,4084
117718	-4,6066
117719	-4,7998
117720	-4,9877
117721	-5,1702
117722	-5,347
117723	-5,5179
117724	-5,6829
117725	-5,8416
117726	-5,9939
117727	-6,1397
117728	-6,2787
117729	-6,4109
117730	-6,5361
117731	-6,6542
117732	-6,7649
117733	-6,8683
117734	-6,9642
117735	-7,0524
117736	-7,1329
117737	-7,2057
117738	-7,2705
117739	-7,3274
117740	-7,3763
117741	-7,4171
117742	-7,4498
117743	-7,4744
117744	-7,4908
117745	-7,499
117746	-7,499
117747	-7,4908
117748	-7,4744
117749	-7,4498
117750	-7,4171
117751	-7,3763
117752	-7,3274
117753	-7,2705
117754	-7,2057
117755	-7,1329
117756	-7,0524
117757	-6,9642
117758	-6,8683
117759	-6,7649
117760	-6,6542
117761	-6,5361
117762	-6,4109
117763	-6,2787
117764	-6,1397
117765	-5,9939
117766	-5,8416
117767	-5,6829
117768	-5,5179
117769	-5,347
117770	-5,1702
117771	-4,9877
117772	-4,7998
117773	-4,6066
117774	-4,4084
117775	-4,2054
117776	-3,9977
117777	-3,7857
117778	-3,5696
117779	-3,3496
117780	-3,1259
117781	-2,8987
117782	-2,6685
117783	-2,4352
117784	-2,1994
117785	-1,9611
117786	-1,7207
117787	-1,4784
117788	-1,2345
117789	-0,98919
117790	-0,74284
117791	-0,49568
117792	-0,24798
117793	-0,5
117794	-5,3548e-002
117795	-0,1796
117796	-0,33522
117797	-0,33045
117798	-0,17454
117799	-5,1475e-002
117800	1,5529e-008
117801	-0,24877
117802	-0,4973
117803	-0,74535
117804	-0,99268
117805	-1,2391
117806	-1,4842
117807	-1,728
117808	-1,97
117809	-2,2102
117810	-2,4482
117811	-2,6839
117812	-2,9169
117813	-3,1471
117814	-3,3743
117815	-3,5983
117816	-3,8187
117817	-4,0355
117818	-4,2483
117819	-4,4571
117820	-4,6615
117821	-4,8614
117822	-5,0566
117823	-5,247
117824	-5,4322
117825	-5,6122
117826	-5,7868
117827	-5,9558
117828	-6,119
117829	-6,2763
117830	-6,4275
117831	-6,5725
117832	-6,7112
117833	-6,8433
117834	-6,9689
117835	-7,0877
117836	-7,1996
117837	-7,3046
117838	-7,4025
117839	-7,4933
117840	-7,5768
117841	-7,6529
117842	-7,7217
117843	-7,783
117844	-7,8368
117845	-7,883
117846	-7,9216
117847	-7,9525
117848	-7,9757
117849	-7,9912
117850	-7,999
117851	-7,9991
117852	-7,9914
117853	-7,9759
117854	-7,9528
117855	-7,922
117856	-7,8835
117857	-7,8374
117858	-7,7837
117859	-7,7224
117860	-7,6537
117861	-7,5776
117862	-7,4942
117863	-7,4035
117864	-7,3057
117865	-7,2008
117866	-7,0889
117867	-6,9702
117868	-6,8447
117869	-6,7126
117870	-6,574
117871	-6,4291
117872	-6,2779
117873	-6,1207
117874	-5,9576
117875	-5,7887
117876	-5,6141
117877	-5,4342
117878	-5,249
117879	-5,0587
117880	-4,8636
117881	-4,6637
117882	-4,4593
117883	-4,2506
117884	-4,0378
117885	-3,8211
117886	-3,6007
117887	-3,3768
117888	-3,1496
117889	-2,9194
117890	-2,6864
117891	-2,4508
117892	-2,2128
117893	-1,9726
117894	-1,7306
117895	-1,4869
117896	-1,2417
117897	-0,99536
117898	-0,74804
117899	1,0948e-007
117900	9,032e-008
117901	5,5686e-008
117902	-2,7418e-008
117903	-6,3716e-008
117904	-8,5939e-008
117905	0,5
117906	0,74804
117907	0,99536
117908	1,2417
117909	1,4869
117910	1,7306
117911	1,9726
117912	2,2128
117913	2,4508
117914	2,6864
117915	2,9194
117916	3,1496
117917	3,3768
117918	3,6007
117919	3,8211
117920	4,0378
117921	4,2506
117922	4,4593
117923	4,6637
117924	4,8636
117925	5,0587
117926	5,249
117927	5,4342
117928	5,6141
117929	5,7887
117930	5,9576
117931	6,1207
117932	6,2779
117933	6,4291
117934	6,574
117935	6,7126
117936	6,8447
117937	6,9702
117938	7,0889
117939	7,2008
117940	7,3057
117941	7,4035
117942	7,4942
117943	7,5776
117944	7,6537
117945	7,7224
117946	7,7837
117947	7,8374
117948	7,8835
117949	7,922
117950	7,9528
117951	7,9759
117952	7,9914
117953	7,9991
117954	7,999
117955	7,9912
117956	7,9757
117957	7,9525
117958	7,9216
117959	7,883
117960	7,8368
117961	7,783
117962	7,7217
117963	7,6529
117964	7,5768
117965	7,4933
117966	7,4025
117967	7,3046
117968	7,1996
117969	7,0877
117970	6,9689
117971	6,8433
117972	6,7112
117973	6,5725
117974	6,4275
117975	6,2763
117976	6,119
117977	5,9558
117978	5,7868
117979	5,6122
117980	5,4322
117981	5,247
117982	5,0566
117983	4,8614
117984	4,6615
117985	4,4571
117986	4,2483
117987	4,0355
117988	3,8187
117989	3,5983
117990	3,3743
117991	3,1471
117992	2,9169
117993	2,6839
117994	2,4482
117995	2,2102
117996	1,97
117997	1,728
117998	1,4842
117999	1,2391
118000	0,99268
118001	0,74535
118002	0,4973
118003	0,24877
118004	5,1475e-002
118005	0,17454
118006	0,33045
118007	0,33522
118008	0,1796
118009	5,3548e-002
118010	0,24402
118011	0,27478
118012	0,22053
118013	0,21829
118014	0,18729
118015	0,27386
118016	0,35205
118017	0,57571
118018	0,86033
118019	1,1233
118020	1,3892
118021	1,6381
118022	1,8855
118023	2,131
118024	2,3744
118025	2,6155
118026	2,8542
118027	3,09
118028	3,3229
118029	3,5525
118030	3,7787
118031	4,0013
118032	4,22
118033	4,4346
118034	4,6449
118035	4,8507
118036	5,0518
118037	5,2481
118038	5,4392
118039	5,6251
118040	5,8033
118041	5,9793
118042	6,1521
118043	6,3159
118044	6,4697
118045	6,6149
118046	6,7589
118047	6,9015
118048	7,0314
118049	7,1587
118050	7,2761
118051	7,3849
118052	7,489
118053	7,585
118054	7,6737
118055	7,7549
118056	7,8286
118057	7,8948
118058	7,9533
118059	8,0044
118060	8,0482
118061	8,0836
118062	8,1113
118063	8,1329
118064	8,1503
118065	8,1584
118066	8,1525
118067	8,1368
118068	8,1097
118069	8,0821
118070	8,0467
118071	8,0036
118072	7,9527
118073	7,8941
118074	7,8325
118075	7,7598
118076	7,6822
118077	7,5926
118078	7,4924
118079	7,3889
118080	7,2844
118081	7,1781
118082	7,056
118083	6,9166
118084	6,7719
118085	6,6188
118086	6,468
118087	6,3109
118088	6,1477
118089	5,9786
118090	5,8037
118091	5,6302
118092	5,4477
118093	5,2586
118094	5,0579
118095	4,8485
118096	4,653
118097	4,4499
118098	4,2421
118099	4,0296
118100	3,8137
118101	3,5909
118102	3,3614
118103	3,1265
118104	2,8836
118105	2,6322
118106	2,3718
118107	2,1283
118108	1,8928
118109	1,6477
118110	1,3985
118111	1,1498
118112	0,90327
118113	0,66375
118114	0,67225
118115	0,90031
118116	1,1284
118117	1,3692
118118	1,6083
118119	1,8458
118120	2,0875
118121	2,3299
118122	2,5722
118123	2,812
118124	3,0512
118125	3,2858
118126	3,5164
118127	3,7423
118128	3,9613
118129	4,1689
118130	4,3672
118131	4,591
118132	4,7887
118133	5,0036
118134	5,2133
118135	5,4028
118136	5,5831
118137	5,7486
118138	5,9444
118139	6,1221
118140	6,2915
118141	6,4486
118142	6,602
118143	6,7493
118144	6,9169
118145	7,0622
118146	7,199
118147	7,3272
118148	7,442
118149	7,5418
118150	7,6721
118151	7,7798
118152	7,8739
118153	7,9536
118154	8,0329
118155	8,1157
118156	8,1842
118157	8,2413
118158	8,297
118159	8,3446
118160	8,3848
118161	8,4175
118162	8,4426
118163	8,4605
118164	8,4714
118165	8,4692
118166	8,4714
118167	8,4639
118168	8,4417
118169	8,4151
118170	8,3828
118171	8,3399
118172	8,2911
118173	8,2457
118174	8,1824
118175	8,0346
118176	7,9583
118177	7,8712
118178	7,7904
118179	7,674
118180	7,5554
118181	7,4465
118182	7,324
118183	7,197
118184	7,0484
118185	6,9173
118186	6,7576
118187	6,6007
118188	6,4465
118189	6,2884
118190	6,1243
118191	5,9539
118192	5,7701
118193	5,5829
118194	5,3932
118195	5,2196
118196	4,9936
118197	4,786
118198	4,5781
118199	4,3666
118200	4,1545
118201	3,9523
118202	3,7501
118203	3,4871
118204	3,2446
118205	3,014
118206	2,7936
118207	2,5642
118208	2,3343
118209	2,0951
118210	1,8525
118211	1,608
118212	1,3641
118213	1,122
118214	0,90806
118215	0,56246
118216	8,1125
118217	0,38506
118218	0,48788
118219	0,44279
118220	0,47388
118221	0,73939
118222	0,40956
118223	0,53295
118224	0,39652
118225	0,70244
118226	1,0091
118227	1,2394
118228	1,5071
118229	1,7755
118230	2,0241
118231	2,273
118232	2,5183
118233	2,7661
118234	3,0081
118235	3,2435
118236	3,4749
118237	3,7032
118238	3,9305
118239	4,1705
118240	4,3797
118241	4,5957
118242	4,7867
118243	4,9939
118244	5,2178
118245	5,427
118246	5,6121
118247	5,8031
118248	5,9887
118249	6,1643
118250	6,3564
118251	6,4977
118252	6,6417
118253	6,7884
118254	6,9323
118255	7,0705
118256	7,204
118257	7,3453
118258	7,4455
118259	7,5514
118260	7,6538
118261	7,7709
118262	7,8423
118263	7,9313
118264	7,9966
118265	8,0595
118266	8,114
118267	8,1629
118268	8,2046
118269	8,2345
118270	8,2596
118271	8,28
118272	8,3109
118273	8,3008
118274	8,2923
118275	8,2671
118276	8,246
118277	8,2203
118278	8,195
118279	8,1253
118280	8,0845
118281	8,0069
118282	7,9331
118283	7,8543
118284	7,7855
118285	7,6735
118286	7,5642
118287	7,4618
118288	7,3641
118289	7,2663
118290	7,1228
118291	6,9597
118292	6,8269
118293	6,693
118294	6,5439
118295	6,3855
118296	6,2073
118297	6,0298
118298	5,8306
118299	5,6378
118300	5,4521
118301	5,261
118302	5,0464
118303	4,8471
118304	4,646
118305	4,4425
118306	4,2323
118307	4,0196
118308	3,8066
118309	3,5747
118310	3,3406
118311	3,0957
118312	2,8328
118313	2,5714
118314	2,3284
118315	2,0627
118316	1,8076
118317	1,5569
118318	1,3095
118319	1,0572
118320	0,80693
118321	0,35813
118322	0,82448
118323	0,59184
118324	1,022
118325	1,2276
118326	1,5133
118327	1,7027
118328	1,9413
118329	2,1842
118330	2,4298
118331	2,6756
118332	2,9168
118333	3,1546
