Node Number	LOC_DEFY (mm)
1	-7,3521
2	-6,956
3	-6,5618
4	-6,1713
5	-5,7862
6	-5,4085
7	-5,0398
8	-4,6819
9	-4,3365
10	-4,0051
11	-3,6894
12	-3,3907
13	-3,1104
14	-2,85
15	-2,6105
16	-2,3932
17	-2,1989
18	-2,0287
19	-1,8834
20	-1,7635
21	-1,6696
22	-1,6023
23	-1,5618
24	-1,5483
25	-1,5618
26	-1,6023
27	-1,6696
28	-1,7635
29	-1,8834
30	-2,0287
31	-2,1989
32	-2,3932
33	-2,6105
34	-2,85
35	-3,1104
36	-3,3907
37	-3,6894
38	-4,0051
39	-4,3365
40	-4,6819
41	-5,0398
42	-5,4085
43	-5,7862
44	-6,1713
45	-6,5618
46	-6,956
47	-7,3521
48	-7,7481
49	-8,1424
50	-8,5329
51	-8,9179
52	-9,2957
53	-9,6643
54	-10,022
55	-10,368
56	-10,699
57	-11,015
58	-11,314
59	-11,594
60	-11,854
61	-12,094
62	-12,311
63	-12,505
64	-12,675
65	-12,821
66	-12,941
67	-13,035
68	-13,102
69	-13,142
70	-13,156
71	-13,142
72	-13,102
73	-13,035
74	-12,941
75	-12,821
76	-12,675
77	-12,505
78	-12,311
79	-12,094
80	-11,854
81	-11,594
82	-11,314
83	-11,015
84	-10,699
85	-10,368
86	-10,022
87	-9,6643
88	-9,2957
89	-8,9179
90	-8,5329
91	-8,1424
92	-7,7481
93	-7,3521
94	-8,3329
95	-9,2856
96	-10,183
97	-10,998
98	-11,709
99	-12,294
100	-12,737
101	-13,026
102	-13,151
103	-13,109
104	-12,902
105	-12,534
106	-12,018
107	-11,368
108	-10,602
109	-9,7427
110	-8,8145
111	-7,8443
112	-6,8599
113	-5,8896
114	-4,9615
115	-4,1021
116	-3,3362
117	-2,6858
118	-2,1697
119	-1,8027
120	-1,5953
121	-1,5535
122	-1,6785
123	-1,9668
124	-2,41
125	-2,9953
126	-3,706
127	-4,5216
128	-5,4186
129	-6,3712
130	-7,3521
131	-8,3064
132	-9,0718
133	-9,4965
134	-9,4965
135	-9,0718
136	-8,3064
137	-7,3521
138	-6,3977
139	-5,6324
140	-5,2077
141	-5,2077
142	-5,6324
143	-6,3977
144	-7,3521
145	-7,7448
