Node Number	LOC_DEFY (mm)
1	-1,9862
2	2,3635
3	-1,7708
4	-1,1673
5	-0,29528
6	0,67262
7	1,5447
8	2,1481
9	5,4384
10	3,1322
11	3,901
12	4,6697
13	-5,0611
14	-4,9717
15	-4,7066
16	-4,2747
17	-3,6909
18	-2,975
19	-2,1513
20	-1,248
21	-0,29572
22	0,67305
23	1,6253
24	2,5287
25	3,3523
26	4,0683
27	4,6521
28	5,0839
29	5,349
30	-9,4107
31	-9,1954
32	-8,5919
33	-7,7199
34	-6,752
35	-5,8799
36	-5,2764
37	-12,486
38	-11,717
39	-10,948
40	-10,179
41	-12,396
42	-12,131
43	-11,699
44	-11,116
45	-10,4
46	-9,5759
47	-8,6726
48	-7,7203
49	-6,7515
50	-5,7992
51	-4,8959
52	-4,0722
53	-3,3563
54	-2,7725
55	-2,3407
56	-2,0756
57	2,3635
58	2,3635
59	2,3635
60	2,3635
61	2,3635
62	2,3635
63	5,4384
64	2,7479
65	3,1322
66	3,5166
67	3,901
68	4,2853
69	4,6697
70	5,054
71	5,4384
72	5,4384
73	5,4384
74	5,4384
75	5,4384
76	-9,4107
77	-9,4107
78	-9,4107
79	-9,4107
80	-9,4107
81	-9,4107
82	-12,486
83	-9,7951
84	-10,179
85	-10,564
86	-10,948
87	-11,333
88	-11,717
89	-12,101
90	-12,486
91	-12,486
92	-12,486
93	-12,486
94	-12,486
95	-1,9862
96	-12,471
97	-12,427
98	-12,354
99	-12,252
100	-12,123
101	-11,966
102	-11,782
103	-11,573
104	-11,34
105	-11,084
106	-10,807
107	-10,509
108	-10,193
109	-9,8608
110	-9,5137
111	-9,1539
112	-8,7833
113	-8,4041
114	-8,0183
115	-7,6282
116	-7,2359
117	-6,8436
118	-6,4535
119	-6,0677
120	-5,6885
121	-5,318
122	-4,9581
123	-4,611
124	-4,2786
125	-3,9627
126	-3,6652
127	-3,3876
128	-3,1315
129	-2,8984
130	-2,6895
131	-2,5061
132	-2,3491
133	-2,2194
134	-2,1178
135	-2,0448
136	-2,0008
137	-1,9862
138	-1,9862
139	-1,9862
140	-1,9862
141	-1,9862
142	-5,0611
143	-5,0611
144	-5,0611
145	-5,0611
146	-5,0611
147	-5,0611
148	-5,0941
149	-5,1922
150	-5,3524
151	-5,5699
152	-5,8379
153	-6,1485
154	-6,4921
155	-6,8583
156	-7,2359
157	-7,6136
158	-7,9797
159	-8,3233
160	-8,6339
161	-8,9019
162	-9,1194
163	-9,2796
164	-9,3777
165	5,4237
166	5,3798
167	5,3068
168	5,2052
169	5,0755
170	4,9185
171	4,7351
172	4,5262
173	4,2931
174	4,037
175	3,7594
176	3,4618
177	3,146
178	2,8135
179	2,4664
180	2,1066
