Node Number	LOC_DEFY (mm)
1	-0,86336
2	2,5627
3	-0,15193
4	0,77147
5	1,6733
6	2,3253
7	5,8054
8	3,3734
9	4,1841
10	4,9948
11	-3,5406
12	-2,9495
13	-2,2389
14	-1,4321
15	-0,55562
16	0,36166
17	1,2896
18	2,1977
19	3,0561
20	3,8366
21	4,5135
22	5,0645
23	5,4716
24	5,7213
25	-1,5327
26	-2,202
27	-2,8713
28	2,5627
29	2,5627
30	2,5627
31	2,5627
32	2,5627
33	2,5627
34	5,8054
35	2,923
36	3,2833
37	3,6436
38	4,0039
39	4,3642
40	4,7245
41	5,0848
42	5,4451
43	5,8054
44	5,8054
45	5,8054
46	5,8054
47	5,8054
48	-3,5406
49	-3,5406
50	-3,5406
51	-3,5406
52	-3,5406
53	-3,5406
54	-0,86336
55	-3,2432
56	-2,9457
57	-2,6482
58	-2,3507
59	-2,0533
60	-1,7558
61	-1,4583
62	-1,1608
63	-0,86336
64	-0,86336
65	-0,86336
66	-0,86336
67	-0,86336
68	5,7903
69	5,7448
70	5,6693
71	5,5643
72	5,4304
73	5,2683
74	5,079
75	4,8637
76	4,6236
77	4,3601
78	4,0749
79	3,7695
80	3,4459
81	3,1059
82	2,7515
83	2,3849
84	2,0082
85	1,6237
86	1,2336
87	0,84029
88	0,44604
89	5,321e-002
90	-0,33587
91	-0,71888
92	-1,0936
93	-1,4577
94	-1,8091
95	-2,1457
96	-2,4655
97	-2,7667
98	-3,0473
99	-3,3058
100	-0,60608
101	-0,29104
102	6,7684e-002
103	0,45406
104	0,8508
105	1,2402
106	1,6048
107	1,9283
108	2,1963
109	2,3968
110	2,5207
111	-0,95818
112	-0,87315
113	-0,89745
114	-0,92642
115	-0,95209
116	-0,96968
117	-0,97686
118	-0,97289
119	-1,3341
120	-1,708
121	-2,0759
122	-2,4319
123	-2,7669
124	-3,0677
125	-3,3146
126	-3,4811
127	3,7856
128	3,5835
129	3,3447
130	3,0721
131	2,7692
132	2,4399
133	2,0883
134	1,7189
135	1,3364
136	0,94569
137	0,55164
138	0,1593
139	-0,22636
140	-0,60044
141	2,601
142	2,7047
143	2,8522
144	3,0252
145	3,2118
146	3,4042
147	3,597
148	4,1028
149	4,4096
150	4,7034
151	4,9807
152	5,2359
153	5,4605
154	5,6417
155	5,7625
156	-3,2134
157	5,7183
158	-3,0309
159	5,5436
160	-2,8155
161	-2,4669
162	5,3464
163	-2,1543
164	5,026
165	-1,8364
166	4,7342
167	-1,5034
168	4,4422
169	-1,1772
170	4,1616
171	3,8917
172	3,7862
173	3,4582
174	3,1447
175	2,7968
176	2,4251
177	2,0332
178	1,6185
179	1,1861
180	0,76046
181	0,33914
182	-0,10479
183	-0,58243
184	-0,85663
185	5,731
186	5,6677
187	5,5729
188	5,4469
189	5,1262
190	4,9443
191	4,718
192	4,4616
193	4,1887
194	3,8969
195	3,5882
196	3,2567
197	2,9062
198	2,5458
199	2,1778
200	1,7992
201	1,4124
202	1,0213
203	0,62889
204	0,23986
205	-0,14356
206	-0,52356
207	-0,89827
208	-1,2631
209	-1,6168
210	-1,9628
211	-2,3003
212	-2,6231
213	-2,9182
214	5,3003
