Node Number	LOC_DEFY (mm)
1	-5,6352
2	4,1153
3	-4,9557
4	-4,1682
5	-3,2965
6	-2,3672
7	-1,4085
8	-0,44957
9	0,48032
10	1,3529
11	2,1417
12	2,8226
13	3,375
14	3,7821
15	4,0313
16	7,2476
17	4,8984
18	5,6815
19	6,4645
20	-8,0382
21	-7,3818
22	-6,6516
23	-5,8567
24	-5,0068
25	-4,1124
26	-3,1846
27	-2,2347
28	-1,2746
29	-0,31609
30	0,62904
31	1,5491
32	2,4327
33	3,269
34	4,0477
35	4,7591
36	5,3945
37	5,946
38	6,4068
39	6,7712
40	7,0348
41	7,1943
42	-6,2359
43	-6,8367
44	-7,4374
45	4,1153
46	4,1153
47	4,1153
48	4,1153
49	4,1153
50	4,1153
51	7,2476
52	4,5068
53	4,8984
54	5,2899
55	5,6815
56	6,073
57	6,4645
58	6,8561
59	7,2476
60	7,2476
61	7,2476
62	7,2476
63	7,2476
64	-8,0382
65	-8,0382
66	-8,0382
67	-8,0382
68	-8,0382
69	-8,0382
70	-5,6352
71	-7,7378
72	-7,4374
73	-7,137
74	-6,8367
75	-6,5363
76	-6,2359
77	-5,9355
78	-5,6352
79	-5,6352
80	-5,6352
81	-5,6352
82	-5,6352
83	7,2384
84	7,2108
85	7,1649
86	7,1008
87	7,0185
88	6,9183
89	6,8005
90	6,6651
91	6,5126
92	6,3433
93	6,1574
94	5,9555
95	5,7379
96	5,5052
97	5,2577
98	4,9961
99	4,7208
100	4,4325
101	4,1318
102	3,8193
103	3,4957
104	3,1617
105	2,8179
106	2,4652
107	2,1043
108	1,7359
109	1,3608
110	0,97979
111	0,59375
112	0,20347
113	-0,19024
114	-0,58652
115	-0,98454
116	-1,3835
117	-1,7824
118	-2,1805
119	-2,577
120	-2,971
121	-3,3617
122	-3,7481
123	-4,1296
124	-4,5053
125	-4,8744
126	-5,2361
127	-5,5896
128	-5,9342
129	-6,2692
130	-6,5938
131	-6,9074
132	-7,2092
133	-7,4987
134	-7,7752
135	-5,3699
136	-5,0841
137	-4,7793
138	-4,4571
139	-4,119
140	-3,7669
141	-3,4026
142	-3,0279
143	-2,6448
144	-2,2553
145	-1,8614
146	-1,4651
147	-1,0685
148	-0,67366
149	-0,28254
150	0,10278
151	0,48032
152	0,84813
153	1,2043
154	1,547
155	1,8745
156	2,185
157	2,4769
158	2,7488
159	2,9993
160	3,227
161	3,4307
162	3,6095
163	3,7624
164	3,8885
165	3,9874
166	4,0583
167	4,101
168	-5,6975
169	-5,6401
170	-5,6528
171	-5,6687
172	-5,6838
173	-5,6954
174	-5,7019
175	-5,7027
176	-6,086
177	-6,4702
178	-6,844
179	-7,1985
180	-7,5201
181	-7,7878
182	-7,9711
183	5,5061
184	5,4086
185	5,29
186	5,1507
187	4,9913
188	4,8122
189	4,6139
190	4,397
191	4,1623
192	3,9104
193	3,6421
194	3,3582
195	3,0597
196	2,7474
197	2,4224
198	2,0855
199	1,7379
200	1,3806
201	1,0147
202	0,64137
203	0,26173
204	-0,12304
205	-0,51175
206	-0,90321
207	-1,2962
208	-1,6895
209	-2,082
210	-2,4723
211	-2,8594
212	-3,2419
213	-3,6188
214	-3,9888
215	-4,3509
216	-4,7039
217	-5,0467
218	-5,3782
219	4,1557
220	4,2667
221	4,4276
222	4,6201
223	4,8315
224	5,0535
225	5,2799
226	5,8071
227	6,0998
228	6,3801
229	6,6419
230	6,8762
231	7,0691
232	7,2
233	-7,6292
234	7,1624
235	-7,5072
236	7,0316
237	-7,2458
238	6,8872
239	-6,88
240	6,6813
241	-6,5558
242	6,4318
243	-6,2417
244	6,1436
245	5,8002
246	5,5409
247	5,3803
248	5,2033
249	5,0069
250	4,7922
251	4,56
252	4,3034
253	4,03
254	3,7438
255	3,4414
256	3,1191
257	2,7857
258	2,4394
259	2,0847
260	1,712
261	1,339
262	0,94927
263	0,55435
264	0,15746
265	-0,2527
266	-0,65619
267	-1,0697
268	-1,4826
269	-1,8918
270	-2,3076
271	-2,7084
272	-3,1124
273	-3,5126
274	-3,8986
275	-4,281
276	-4,6483
277	-5,0102
278	-5,3844
279	7,1905
280	7,1513
281	7,0739
282	7,0339
283	6,9343
284	6,8173
285	6,7001
286	6,5581
287	6,3961
288	6,214
289	6,0187
290	5,8109
291	5,5908
292	5,3521
293	4,8248
294	4,5418
295	4,2499
296	3,9499
297	3,635
298	3,3061
299	2,9645
300	2,6144
301	2,2597
302	1,9009
303	1,5365
304	1,1586
305	0,77328
306	0,3827
307	-9,2456e-003
308	-0,39921
309	-0,7906
310	-1,1878
311	-1,5885
312	-1,9888
313	-2,3851
314	-2,7747
315	-3,1615
316	-3,5504
317	-3,9383
318	-4,3195
319	-4,6899
320	-5,0487
321	-5,4004
322	-5,7459
323	-6,0835
324	-6,4154
325	-6,7364
326	-7,0725
327	-7,3619
328	5,0957
329	-5,8602
330	5,8158
331	-7,3163
332	7,0765
333	-7,0032
334	6,9051
335	-6,5932
336	6,71
337	-6,2463
338	6,4624
339	6,1663
340	5,9007
341	5,7667
342	5,5981
343	5,4072
344	5,2006
345	4,9705
346	4,715
347	4,4283
348	4,1391
349	3,8393
350	3,523
351	3,1747
352	2,8101
353	2,4485
354	2,0749
355	1,6905
356	1,2855
357	0,86835
358	0,45354
359	4,8044e-002
360	-0,37907
361	-0,81385
362	-1,2504
363	-1,6736
364	-2,095
365	-2,5226
366	-2,9541
367	-3,3801
368	-3,7835
369	-4,1741
370	-4,5673
371	-4,9516
372	-5,3318
373	-5,7638
374	7,0402
375	6,9307
376	6,7409
377	6,6017
378	6,5392
379	6,387
380	6,2019
381	6,0083
382	5,8102
383	5,6082
384	5,387
385	5,1374
386	4,5883
387	4,8677
388	4,3056
389	4,0225
390	3,7261
391	3,4056
392	3,0658
393	2,7166
394	2,3687
395	2,0254
396	1,6774
397	1,3139
398	0,92576
399	0,53058
400	0,13737
401	-0,23439
402	-0,60921
403	-0,99765
404	-1,4021
405	-1,8076
406	-2,2058
407	-2,5862
408	-2,9528
409	-3,3322
410	-3,7266
411	-4,1155
412	-4,4903
413	-4,8448
414	-5,1807
415	-5,5133
416	-5,8425
417	-6,1779
418	-6,5022
419	-6,7983
420	6,1692
421	6,9213
422	-6,1153
423	6,7318
424	6,4781
425	6,1357
426	5,9781
427	5,787
428	5,5883
429	5,3775
430	5,1535
431	4,8162
432	4,517
433	4,2281
434	3,9251
435	3,5972
436	3,1758
437	2,8036
438	2,4418
439	2,067
440	1,6603
441	1,1866
442	0,76129
443	0,35673
444	-6,3131e-002
445	-0,51841
446	-1,0053
447	-1,4455
448	-1,8633
449	-2,2976
450	-2,7553
451	-3,2239
452	-3,6413
453	-4,0405
454	-4,4363
455	-4,8753
456	-5,2715
457	-5,6506
458	6,4357
459	6,3417
460	6,127
461	5,9282
462	5,7311
463	5,5495
464	5,3819
465	5,1334
466	4,8595
467	4,292
468	4,5761
469	4,0296
470	3,7813
471	3,4717
472	3,1299
473	2,7758
474	2,4225
475	2,0986
476	1,7887
477	1,4449
478	1,0559
479	0,65386
480	0,25208
481	-0,13192
482	-0,45567
483	-0,79513
484	-1,2146
485	-1,6289
486	-2,0394
487	-2,4219
488	-2,7619
489	-3,0779
490	-3,4883
491	-3,8888
492	-4,2767
493	-4,6391
494	-4,9646
495	-5,2436
496	-5,578
497	-5,8837
498	-5,4067
499	4,1356
500	-5,4476
501	4,2609
502	-5,3317
503	4,3765
504	-5,4065
505	4,5362
506	-5,35
507	4,7009
508	-5,313
509	4,8954
510	4,9598
511	4,8307
512	4,7282
