Node Number	LOC_DEFX ()
1	-0,10267
2	-0,10267
3	-1,0852
4	-2,051
5	-2,9835
6	-3,8666
7	-4,6853
8	-5,4257
9	-6,0749
10	-6,622
11	-7,0575
12	-7,374
13	-7,5661
14	-7,6305
15	-7,5661
16	-7,374
17	-7,0575
18	-6,622
19	-6,0749
20	-5,4257
21	-4,6853
22	-3,8666
23	-2,9835
24	-2,051
25	-1,0852
26	-0,10267
27	-0,10267
28	-0,10267
29	-0,10267
30	-0,10267
31	-1,0911
32	-2,0711
33	-3,0343
34	-3,9725
35	-4,8777
36	-5,7421
37	-6,5584
38	-7,3197
39	-8,0194
40	-8,6515
41	-9,2107
42	-9,6922
43	-10,092
44	-10,406
45	-10,633
46	-10,77
47	-10,815
48	-10,77
49	-10,633
50	-10,406
51	-10,092
52	-9,6922
53	-9,2107
54	-8,6515
55	-8,0194
56	-7,3197
57	-6,5584
58	-5,7421
59	-4,8777
60	-3,9725
61	-3,0343
62	-2,0711
63	-1,0911
64	-0,10267
65	0,87992
66	1,8457
67	2,7781
68	3,6613
69	4,48
70	5,2203
71	5,8696
72	6,4167
73	6,8522
74	7,1687
75	7,3608
76	7,4252
77	7,3608
78	7,1687
79	6,8522
80	6,4167
81	5,8696
82	5,2203
83	4,48
84	3,6613
85	2,7781
86	1,8457
87	0,87992
88	-0,10267
89	-0,10267
90	-0,10267
91	-0,10267
92	0,88577
93	1,8658
94	2,829
95	3,7672
96	4,6723
97	5,5368
98	6,3531
99	7,1143
100	7,814
101	8,4462
102	9,0053
103	9,4868
104	9,8865
105	10,201
106	10,428
107	10,564
108	10,61
109	10,564
110	10,428
111	10,201
112	9,8865
113	9,4868
114	9,0053
115	8,4462
116	7,814
117	7,1143
118	6,3531
119	5,5368
120	4,6723
121	3,7672
122	2,829
123	1,8658
124	0,88577
125	-0,10267
126	-0,10267
127	-0,10267
128	-0,10267
129	-0,10267
130	-0,10267
131	-0,10267
132	-0,10267
133	-0,10267
134	-0,10267
135	-0,10267
136	-0,10267
137	-0,10267
138	-0,10267
139	-0,10267
140	-0,10267
141	-0,10267
142	-0,10267
143	-0,10267
144	-0,10267
145	0,29318
146	0,68848
147	1,0827
148	1,4753
149	1,8658
150	2,2535
151	2,6381
152	3,0189
153	3,3954
154	3,7672
155	4,1336
156	4,4943
157	4,8487
158	5,1964
159	5,5368
160	5,8695
161	6,194
162	6,51
163	6,8169
164	7,1143
165	7,402
166	7,6793
167	7,946
168	8,2018
169	8,4462
170	8,6789
171	8,8996
172	9,108
173	9,3038
174	9,4868
175	9,6567
176	9,8133
177	9,9563
178	10,086
179	10,201
180	10,302
181	10,389
182	10,462
183	10,52
184	10,564
185	10,593
186	10,608
187	10,608
188	10,593
189	10,564
190	10,52
191	10,462
192	10,389
193	10,302
194	10,201
195	10,086
196	9,9563
197	9,8133
198	9,6567
199	9,4868
200	9,3038
201	9,108
202	8,8996
203	8,6789
204	8,4462
205	8,2018
206	7,946
207	7,6793
208	7,402
209	7,1143
210	6,8169
211	6,51
212	6,194
213	5,8695
214	5,5368
215	5,1964
216	4,8487
217	4,4943
218	4,1336
219	3,7672
220	3,3954
221	3,0189
222	2,6381
223	2,2535
224	1,8658
225	1,4753
226	1,0827
227	0,68848
228	0,29318
229	-0,10267
230	-0,10267
231	-0,10267
232	-0,10267
233	-0,10267
234	-0,10267
235	-0,10267
236	-0,10267
237	-0,10267
238	-0,10267
239	-0,10267
240	0,29131
241	0,68421
242	1,075
243	1,4625
244	1,8457
245	2,2236
246	2,5951
247	2,9592
248	3,3149
249	3,6613
250	3,9973
251	4,3221
252	4,6348
253	4,9345
254	5,2203
255	5,4916
256	5,7476
257	5,9875
258	6,2107
259	6,4167
260	6,6047
261	6,7744
262	6,9252
263	7,0568
264	7,1687
265	7,2607
266	7,3325
267	7,384
268	7,4149
269	7,4252
270	7,4149
271	7,384
272	7,3325
273	7,2607
274	7,1687
275	7,0568
276	6,9252
277	6,7744
278	6,6047
279	6,4167
280	6,2107
281	5,9875
282	5,7476
283	5,4916
