Node Number	LOC_DEFY (mm)
1	-8,537
2	-4,5499
3	-8,3396
4	-7,7864
5	-6,9871
6	-6,0999
7	-5,3005
8	-4,7474
9	-1,2774
10	-3,7318
11	-2,9137
12	-2,0956
13	-11,81
14	-11,72
15	-11,454
16	-11,021
17	-10,435
18	-9,717
19	-8,8908
20	-7,9846
21	-7,0294
22	-6,0576
23	-5,1024
24	-4,1962
25	-3,37
26	-2,6518
27	-2,0662
28	-1,633
29	-1,3671
30	-15,797
31	-15,599
32	-15,046
33	-14,247
34	-13,359
35	-12,56
36	-12,007
37	-19,069
38	-18,251
39	-17,433
40	-16,615
41	-18,979
42	-18,714
43	-18,28
44	-17,695
45	-16,977
46	-16,15
47	-15,244
48	-14,289
49	-13,317
50	-12,362
51	-11,456
52	-10,63
53	-9,9114
54	-9,3258
55	-8,8926
56	-8,6267
57	-4,5499
58	-4,5499
59	-4,5499
60	-4,5499
61	-4,5499
62	-4,5499
63	-1,2774
64	-4,1863
65	-3,8227
66	-3,4591
67	-3,0955
68	-2,7319
69	-2,3683
70	-2,0047
71	-1,641
72	-1,2774
73	-1,2774
74	-1,2774
75	-1,2774
76	-1,2774
77	-15,797
78	-15,797
79	-15,797
80	-15,797
81	-15,797
82	-15,797
83	-19,069
84	-16,16
85	-16,524
86	-16,887
87	-17,251
88	-17,615
89	-17,978
90	-18,342
91	-18,706
92	-19,069
93	-19,069
94	-19,069
95	-19,069
96	-19,069
97	-8,537
98	-19,054
99	-19,01
100	-18,937
101	-18,835
102	-18,705
103	-18,548
104	-18,364
105	-18,154
106	-17,92
107	-17,663
108	-17,385
109	-17,086
110	-16,77
111	-16,436
112	-16,088
113	-15,727
114	-15,355
115	-14,975
116	-14,588
117	-14,197
118	-13,803
119	-13,41
120	-13,018
121	-12,631
122	-12,251
123	-11,879
124	-11,518
125	-11,17
126	-10,837
127	-10,52
128	-10,221
129	-9,9428
130	-9,6859
131	-9,4521
132	-9,2425
133	-9,0585
134	-8,901
135	-8,771
136	-8,6691
137	-8,5958
138	-8,5517
139	-8,537
140	-8,537
141	-8,537
142	-8,537
143	-8,537
144	-11,81
145	-11,81
146	-11,81
147	-11,81
148	-11,81
149	-11,81
150	-11,848
151	-11,961
152	-12,146
153	-12,393
154	-12,696
155	-13,04
156	-13,414
157	-13,803
158	-14,192
159	-14,566
160	-14,911
161	-15,213
162	-15,461
163	-15,645
164	-15,758
165	-1,2922
166	-1,3362
167	-1,4095
168	-1,5114
169	-1,6415
170	-1,7989
171	-1,9829
172	-2,1925
173	-2,4263
174	-2,6832
175	-2,9617
176	-3,2602
177	-3,577
178	-3,9105
179	-4,2586
180	-4,6196
181	-4,9913
182	-5,3717
183	-5,7586
184	-6,1499
185	-6,5435
186	-6,937
187	-7,3283
188	-7,7153
189	-8,0957
190	-8,4674
191	-8,8283
192	-9,1765
193	-9,51
194	-9,8268
195	-10,125
196	-10,404
197	-10,661
198	-10,894
199	-11,104
200	-11,288
201	-11,446
202	-11,576
203	-11,678
204	-11,751
205	-11,795
206	-8,4987
207	-8,3853
208	-8,201
209	-7,9531
210	-7,651
211	-7,3064
212	-6,9324
213	-6,5435
214	-6,1546
215	-5,7806
216	-5,4359
217	-5,1338
218	-4,8859
219	-4,7017
220	-4,5882
221	-17,043
222	-19,026
223	-18,905
224	-18,723
225	-18,498
226	-18,241
227	-17,963
228	-17,669
229	-17,361
230	-16,85
231	-16,653
232	-16,457
233	-16,267
234	-16,091
235	-15,941
236	-15,835
237	-10,173
238	-10,194
239	-10,256
240	-10,359
241	-10,5
242	-10,68
243	-10,895
244	-11,144
245	-11,423
246	-11,729
247	-12,059
248	-12,409
249	-12,775
250	-13,152
251	-13,537
252	-13,925
253	-14,311
254	-14,692
255	-15,063
256	-15,419
257	-15,757
258	-16,072
259	-16,362
260	-16,622
261	-16,85
262	-8,578
263	-8,6991
264	-8,894
265	-9,1531
266	-9,4633
267	-9,8092
268	-10,537
269	-10,883
270	-11,193
271	-11,453
272	-11,647
273	-11,769
274	-3,3034
275	-3,4966
276	-3,7246
277	-3,9848
278	-4,2743
279	-4,5897
280	-4,9275
281	-5,2837
282	-5,6543
283	-6,0351
284	-6,4216
285	-6,8096
286	-7,1945
287	-7,572
288	-7,9378
289	-8,2876
290	-8,6174
291	-8,9236
292	-9,2026
293	-9,4511
294	-9,6665
295	-9,8461
296	-9,988
297	-10,091
298	-10,153
299	-4,5111
300	-4,4058
301	-4,2559
302	-4,0798
303	-3,8896
304	-3,6932
305	-3,4963
306	-2,9855
307	-2,6779
308	-2,3832
309	-2,1051
310	-1,849
311	-1,6236
312	-1,4417
313	-1,3205
314	-10,678
315	-11,012
316	-11,282
317	-11,496
318	-11,668
319	-1,3614
320	-1,4802
321	-1,6104
322	-1,8113
323	-2,0564
324	-2,349
325	-2,6437
326	-2,9258
327	-3,1813
328	-3,2844
329	-3,5972
330	-3,8983
331	-4,2298
332	-4,5876
333	-4,9678
334	-5,3661
335	-5,7777
336	-6,1982
337	-6,6225
338	-7,046
339	-7,4637
340	-7,871
341	-8,263
342	-8,6354
343	-8,9839
344	-9,3044
345	-9,5789
346	-9,828
347	-10,035
348	-10,224
349	-10,439
350	-10,517
351	-1,3488
352	-1,4258
353	-1,486
354	-1,621
355	-1,768
356	-1,9194
357	-2,1149
358	-2,3353
359	-2,5791
360	-2,8477
361	-3,1391
362	-3,4436
363	-3,7608
364	-4,0996
365	-4,452
366	-4,816
367	-5,2005
368	-5,5843
369	-5,965
370	-6,3526
371	-6,748
372	-7,1353
373	-7,5158
374	-7,8972
375	-8,2709
376	-8,635
377	-8,9874
378	-9,3261
379	-9,6493
380	-9,9551
381	-10,242
382	-10,752
383	-10,972
384	-11,168
385	-11,337
386	-11,483
387	-11,595
388	-11,673
389	-11,742
390	-10,508
391	-10,842
392	-11,112
393	-11,328
394	-11,488
395	-1,4467
396	-1,5845
397	-1,7912
398	-2,044
399	-2,3776
400	-2,6682
401	-2,9527
402	-3,2164
403	-3,5064
404	-3,846
405	-4,2107
406	-4,6012
407	-5,0172
408	-5,494
409	-5,9434
410	-6,3745
411	-6,8343
412	-7,2981
413	-7,7575
414	-8,1892
415	-8,602
416	-8,9914
417	-9,3289
418	-9,6585
419	-9,9612
420	-10,213
421	-10,417
422	-10,59
423	-10,864
424	-1,5852
425	-1,8426
426	-1,9982
427	-2,1371
428	-2,3308
429	-2,5376
430	-2,8013
431	-3,0721
432	-3,347
433	-3,6606
434	-4,0081
435	-4,3515
436	-4,702
437	-5,0797
438	-5,4509
439	-5,8084
440	-6,1885
441	-6,5686
442	-6,928
443	-7,3044
444	-7,6964
445	-8,0769
446	-8,4423
447	-8,7915
448	-9,1245
449	-9,4456
450	-9,7599
451	-10,046
452	-10,304
453	-10,773
454	-10,544
455	-10,973
456	-11,15
457	-11,304
458	-11,43
459	-11,524
460	-2,991
461	-10,784
462	-1,7564
463	-11,213
464	-2,1718
465	-2,4472
466	-2,7285
467	-2,8131
468	-3,0855
469	-3,4496
470	-3,7942
471	-4,2452
472	-4,6167
473	-5,188
474	-5,563
475	-6,0616
476	-6,5665
477	-7,0793
478	-7,5888
479	-8,0257
480	-8,5069
481	-8,9382
482	-9,3524
483	-9,6689
484	-10,065
